Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 
(s)	 (m) 	(m) 	(m) 	(m) 	(m) 	(m) 	
0	 -186.97	 2.94	 -14.98	 -59.2	 0	 -28.76	 
0.000120005	 -186.97	 2.94	 -14.98	 -59.2	 0	 -28.76	 
0.000120005	 -186.97	 2.94	 -14.98	 -59.2	 5.13612e-10	 -28.76	 
0.000120005	 -186.97	 2.94	 -14.98	 -59.2	 4.50219e-10	 -28.76	 
0.000264017	 -186.97	 2.94	 -14.98	 -59.2	 4.98049e-10	 -28.76	 
0.000264017	 -186.97	 2.94	 -14.98	 -59.2	 2.11487e-09	 -28.76	 
0.000264017	 -186.97	 2.94	 -14.98	 -59.2	 1.98066e-09	 -28.76	 
0.000436833	 -186.97	 2.94	 -14.98	 -59.2	 2.17174e-09	 -28.76	 
0.000436833	 -186.97	 2.94	 -14.98	 -59.2	 4.82485e-09	 -28.76	 
0.000436833	 -186.97	 2.94	 -14.98	 -59.2	 4.78415e-09	 -28.76	 
0.000644211	 -186.97	 2.94	 -14.98	 -59.2	 5.21471e-09	 -28.76	 
0.000644211	 -186.97	 2.94	 -14.98	 -59.2	 9.61679e-09	 -28.76	 
0.000644211	 -186.97	 2.94	 -14.98	 -59.2	 9.65685e-09	 -28.76	 
0.000893055	 -186.97	 2.94	 -14.98	 -59.2	 1.04308e-08	 -28.76	 
0.000893055	 -186.97	 2.94	 -14.98	 -59.2	 1.77499e-08	 -28.76	 
0.000893055	 -186.97	 2.94	 -14.98	 -59.2	 1.7749e-08	 -28.76	 
0.00119165	 -186.97	 2.94	 -14.98	 -59.2	 1.90297e-08	 -28.76	 
0.00119165	 -186.97	 2.94	 -14.98	 -59.2	 3.06312e-08	 -28.76	 
0.00119165	 -186.97	 2.94	 -14.98	 -59.2	 3.06211e-08	 -28.76	 
0.0015499	 -186.97	 2.94	 -14.98	 -59.2	 3.26761e-08	 -28.76	 
0.0015499	 -186.97	 2.94	 -14.98	 -59.2	 5.06159e-08	 -28.76	 
0.0015499	 -186.97	 2.94	 -14.98	 -59.2	 5.05897e-08	 -28.76	 
0.00197972	 -186.97	 2.94	 -14.98	 -59.2	 5.37915e-08	 -28.76	 
0.00197972	 -186.97	 2.94	 -14.98	 -59.2	 8.10112e-08	 -28.76	 
0.00197972	 -186.97	 2.94	 -14.98	 -59.2	 8.10867e-08	 -28.76	 
0.00249549	 -186.97	 2.94	 -14.98	 -59.2	 8.60278e-08	 -28.76	 
0.00249549	 -186.97	 2.94	 -14.98	 -59.2	 1.27302e-07	 -28.76	 
0.00249549	 -186.97	 2.94	 -14.98	 -59.2	 1.27245e-07	 -28.76	 
0.00311429	 -186.97	 2.94	 -14.98	 -59.2	 1.34687e-07	 -28.76	 
0.00311429	 -186.97	 2.94	 -14.98	 -59.2	 1.96134e-07	 -28.76	 
0.00311429	 -186.97	 2.94	 -14.98	 -59.2	 1.96136e-07	 -28.76	 
0.00385657	 -186.97	 2.94	 -14.98	 -59.2	 2.07289e-07	 -28.76	 
0.00385657	 -186.97	 2.94	 -14.98	 -59.2	 2.98325e-07	 -28.76	 
0.00385657	 -186.97	 2.94	 -14.98	 -59.2	 2.98329e-07	 -28.76	 
0.00474757	 -186.97	 2.94	 -14.98	 -59.2	 3.14968e-07	 -28.76	 
0.00474757	 -186.97	 2.94	 -14.98	 -59.2	 4.49229e-07	 -28.76	 
0.00474757	 -186.97	 2.94	 -14.98	 -59.2	 4.49227e-07	 -28.76	 
0.00581659	 -186.97	 2.94	 -14.98	 -59.2	 4.73747e-07	 -28.76	 
0.00581659	 -186.97	 2.94	 -14.98	 -59.2	 6.70772e-07	 -28.76	 
0.00581659	 -186.97	 2.94	 -14.98	 -59.2	 6.70766e-07	 -28.76	 
0.00709941	 -186.97	 2.94	 -14.98	 -59.2	 7.0685e-07	 -28.76	 
0.00709941	 -186.97	 2.94	 -14.98	 -59.2	 9.95015e-07	 -28.76	 
0.00709941	 -186.97	 2.94	 -14.98	 -59.2	 9.95012e-07	 -28.76	 
0.00863879	 -186.97	 2.94	 -14.98	 -59.2	 1.04787e-06	 -28.76	 
0.00863879	 -186.97	 2.94	 -14.98	 -59.2	 1.46816e-06	 -28.76	 
