Time	 FairTen1	 FairTen3	 AnchTen1	 AnchTen3	 L1N1pZ	 L3N1pZ	 
(s)	 (N)       	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 
4.88889	 3.4636e+06	 8.67599e+06	 3.46413e+06	 8.6763e+06	 -18.4551	 -18.3128	 
4.94444	 3.4636e+06	 8.67598e+06	 3.46413e+06	 8.67629e+06	 -18.4549	 -18.3126	 
4.94444	 3.46634e+06	 8.65815e+06	 3.46686e+06	 8.65844e+06	 -18.2819	 -18.0234	 
4.94444	 3.4663e+06	 8.65806e+06	 3.46681e+06	 8.65835e+06	 -18.2623	 -18.0082	 
5	 3.46629e+06	 8.65803e+06	 3.4668e+06	 8.65831e+06	 -18.2566	 -18.0041	 
5	 3.46894e+06	 8.64015e+06	 3.46942e+06	 8.6404e+06	 -18.0289	 -17.6673	 
5	 3.46905e+06	 8.64033e+06	 3.46955e+06	 8.64059e+06	 -18.0771	 -17.7059	 
5.05556	 3.46906e+06	 8.64035e+06	 3.46955e+06	 8.6406e+06	 -18.0795	 -17.7074	 
5.05556	 3.472e+06	 8.62305e+06	 3.47248e+06	 8.62329e+06	 -17.9627	 -17.4531	 
5.05556	 3.47193e+06	 8.62301e+06	 3.47241e+06	 8.62324e+06	 -17.9377	 -17.4322	 
