Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 
1.2381	 175.91	 303.66	 -13.58	 29.1381	 51.4988	 -28.4255	 
1.2381	 175.91	 303.66	 -13.58	 29.1041	 51.4985	 -28.3567	 
1.2381	 175.91	 303.66	 -13.58	 29.104	 51.4985	 -28.356	 
1.36905	 175.91	 303.66	 -13.58	 29.1029	 51.4985	 -28.3539	 
1.36905	 175.91	 303.66	 -13.58	 29.0643	 51.4983	 -28.2749	 
1.36905	 175.91	 303.66	 -13.58	 29.0644	 51.4983	 -28.2755	 
1.5	 175.91	 303.66	 -13.58	 29.0644	 51.4983	 -28.2756	 
1.5	 175.91	 303.66	 -13.58	 29.0226	 51.498	 -28.1915	 
1.5	 175.91	 303.66	 -13.58	 29.0227	 51.498	 -28.1917	 
1.66667	 175.91	 303.66	 -13.58	 29.0117	 51.4979	 -28.1697	 
1.66667
